,StationName,Latitude,Longitude,2019-03-23 00:00:00,2019-03-23 04:00:00,2019-03-23 08:00:00,2019-03-23 12:00:00,2019-03-23 16:00:00,2019-03-23 20:00:00,2019-03-24 00:00:00,2019-03-24 04:00:00,2019-03-24 08:00:00,2019-03-24 12:00:00,2019-03-24 16:00:00,2019-03-24 20:00:00,2019-03-25 00:00:00,2019-03-25 04:00:00,2019-03-25 08:00:00,2019-03-25 12:00:00,2019-03-25 16:00:00,2019-03-25 20:00:00,2019-03-26 00:00:00,2019-03-26 04:00:00,2019-03-26 08:00:00,2019-03-26 12:00:00,2019-03-26 16:00:00,2019-03-26 20:00:00,2019-03-27 00:00:00,2019-03-27 04:00:00,2019-03-27 08:00:00,2019-03-27 12:00:00,2019-03-27 16:00:00,2019-03-27 20:00:00,2019-03-28 00:00:00,2019-03-28 04:00:00,2019-03-28 08:00:00,2019-03-28 12:00:00,2019-03-28 16:00:00,2019-03-28 20:00:00,2019-03-29 00:00:00,2019-03-29 04:00:00,2019-03-29 08:00:00,2019-03-29 12:00:00,2019-03-29 16:00:00
21,42 ST-BRYANT PK,40.75483679999999,-73.9841215,2039.0,1797.0,6192.0,9892.0,11602.0,6434.0,1893.0,1169.0,4271.0,8152.0,8697.0,4165.0,917.0,5741.0,23792.0,13545.0,30691.0,8080.0,1695.0,6272.0,24370.0,14458.0,32473.0,9345.0,1754.0,5886.0,25956.0,15326.0,32468.0,9756.0,1807.0,6129.0,25324.0,15644.0,32339.0,9976.0,1921.0,5877.0,23337.0,16515.0,29471.0
22,2 AV,40.723412700000004,-73.9902885,2062.0,986.0,4305.0,8044.0,9653.0,7593.0,2218.0,841.0,3682.0,7026.0,7390.0,4251.0,607.0,2549.0,7214.0,5830.0,9584.0,4766.0,654.0,2751.0,7532.0,6033.0,10779.0,6034.0,859.0,2713.0,7772.0,6212.0,10795.0,6115.0,855.0,2686.0,7790.0,6718.0,11534.0,6599.0,1182.0,2563.0,7645.0,7218.0,12257.0
23,50 ST,40.7620363,-73.98632909999998,1551.0,1457.0,6164.0,7619.0,9458.0,5895.0,1376.0,1169.0,5729.0,6998.0,6931.0,3399.0,499.0,8141.0,23957.0,16127.0,29702.0,8797.0,897.0,8062.0,24342.0,16574.0,31197.0,10232.0,1039.0,7951.0,25025.0,17885.0,32145.0,10443.0,1130.0,7891.0,25080.0,17737.0,32619.0,11178.0,1272.0,7454.0,23783.0,19339.0,31117.0
24,CHURCH AV,40.6495233,-73.96328390000001,2059.0,3631.0,8130.0,9197.0,9170.0,5144.0,1891.0,2561.0,6284.0,8246.0,8083.0,4254.0,1165.0,8181.0,12403.0,9400.0,14588.0,5454.0,1010.0,8456.0,12653.0,9196.0,14817.0,6176.0,1039.0,8423.0,12451.0,9657.0,12885.0,5159.0,1020.0,8316.0,12733.0,9614.0,15004.0,6161.0,1203.0,7889.0,12251.0,10350.0,13821.0
25,PRINCE ST,40.7242353,-73.99780600000001,549.0,368.0,3134.0,7927.0,9072.0,3167.0,493.0,257.0,2391.0,6362.0,6338.0,1708.0,138.0,911.0,5284.0,4928.0,8674.0,1817.0,74.0,897.0,5908.0,5611.0,9762.0,2254.0,142.0,867.0,5958.0,2994.0,5674.0,2164.0,101.0,911.0,5761.0,5785.0,7411.0,2489.0,136.0,850.0,5630.0,6865.0,10452.0
26,SPRING ST,40.7257799,-74.00395209999998,728.0,519.0,3616.0,8242.0,8696.0,3881.0,578.0,315.0,2625.0,6287.0,6316.0,2198.0,239.0,1763.0,7894.0,8203.0,15217.0,3446.0,230.0,1798.0,8535.0,8715.0,16004.0,4171.0,296.0,1809.0,8590.0,8605.0,15754.0,4249.0,288.0,1816.0,8510.0,9059.0,16565.0,4524.0,357.0,1624.0,8437.0,10406.0,16157.0
27,LEXINGTON AV/63,40.764629,-73.96611299999998,1145.0,2149.0,7583.0,9142.0,8691.0,4133.0,1178.0,1353.0,5170.0,7069.0,6402.0,3007.0,581.0,4741.0,12163.0,8831.0,14081.0,4948.0,733.0,4725.0,12859.0,9283.0,14647.0,5490.0,768.0,4640.0,12676.0,9210.0,14582.0,5196.0,813.0,4889.0,12612.0,9538.0,15296.0,5585.0,865.0,4534.0,12346.0,9897.0,13337.0
28,NOSTRAND AV,40.6697362,-73.95050890000002,1484.0,1946.0,7084.0,9095.0,8656.0,5550.0,1638.0,1450.0,5754.0,7614.0,6683.0,4008.0,784.0,4890.0,10372.0,6968.0,10611.0,4492.0,738.0,4311.0,9381.0,6827.0,10634.0,5118.0,751.0,4937.0,15140481.0,7348.0,10580.0,5254.0,800.0,5038.0,10691.0,7170.0,10601.0,4828.0,873.0,4685.0,10378.0,7821.0,10996.0
29,JAY ST-METROTEC,40.6922507,-73.9872792,94.0,113.0,4581.0,7262.0,8584.0,4006.0,1019.0,897.0,4434.0,7618.0,6317.0,2861.0,523.0,5213.0,19148.0,16623.0,24116.0,5990.0,607.0,5708.0,19794.0,17367.0,25351.0,7261.0,653.0,5442.0,19540.0,17846.0,24681.0,6780.0,669.0,5673.0,19519.0,17629.0,25190.0,6581.0,764.0,4848.0,17302.0,17203.0,21251.0
30,1 AV,40.7312776,-73.9823439,1317.0,853.0,3659.0,6869.0,8555.0,6104.0,1598.0,365.0,2952.0,6377.0,6861.0,2428.0,303.0,4431.0,10021.0,7823.0,12466.0,5072.0,488.0,4576.0,10406.0,8242.0,11417.0,6178.0,566.0,4630.0,10062.0,4035.0,4381.0,6049.0,553.0,4574.0,10297.0,8596.0,13332.0,7005.0,882.0,4135.0,10365.0,9245.0,14244.0
31,STEINWAY ST,40.756691700000005,-73.92064090000001,712.0,1215.0,5170.0,7508.0,8045.0,4726.0,1122.0,799.0,4019.0,6469.0,6472.0,3111.0,371.0,3148.0,6921.0,5397.0,7773.0,3092.0,308.0,3362.0,7073.0,5451.0,7862.0,3299.0,331.0,3253.0,7215.0,5905.0,7730.0,3176.0,395.0,3263.0,7255.0,5835.0,7901.0,3353.0,434.0,3181.0,6997.0,5985.0,8159.0
32,JUNCTION BLVD,40.749203,-73.8693365,1465.0,5295.0,6949.0,7113.0,7716.0,4272.0,1525.0,2920.0,6069.0,6971.0,6086.0,3268.0,862.0,8112.0,7777.0,608115.0,11334.0,4196.0,955.0,8280.0,7787.0,6779.0,11671.0,4377.0,1043.0,8251.0,7712.0,7041.0,11287.0,4129.0,1129.0,8443.0,7698.0,6626.0,11654.0,4381.0,1214.0,8281.0,7793.0,7239.0,11875.0
33,DEKALB AV,40.68982020000001,-73.9811611,931.0,1674.0,5721.0,7760.0,7506.0,3826.0,1039.0,834.0,4714.0,6986.0,5852.0,2644.0,521.0,6459.0,13974.0,9359.0,12746.0,3926.0,551.0,6855.0,14750.0,9626.0,13032.0,4367.0,583.0,6358.0,14470.0,9587.0,12818.0,4325.0,609.0,6635.0,14478.0,9514.0,13597.0,4600.0,636.0,6275.0,13393.0,9905.0,12518.0
34,BOROUGH HALL,40.6931492,-73.9900883,733.0,941.0,4916.0,7990.0,7159.0,3492.0,713.0,545.0,3360.0,6468.0,5581.0,2462.0,316.0,4297.0,17703.0,14163.0,19360.0,4429.0,364.0,4631.0,18929.0,14286.0,20121.0,5232.0,376.0,4657.0,18751.0,15307.0,19963.0,5211.0,398.0,4501.0,18897.0,14938.0,20068.0,5300.0,476.0,4152.0,16880.0,14803.0,17321.0
35,CROWN HTS-UTICA,40.6689469,-73.93183379999998,1488.0,2380.0,5818.0,7040.0,6979.0,4470.0,1287.0,1695.0,4426.0,5820.0,5614.0,3533.0,741.0,8450.0,11137.0,7764.0,12653.0,4983.0,993.0,8884.0,11596.0,8250.0,12718.0,5792.0,1144.0,8775.0,11562.0,8302.0,12568.0,5404.0,1117.0,8779.0,11461.0,8479.0,12839.0,5540.0,1259.0,8108.0,11059.0,9161.0,11799.0
36,8 ST-NYU,40.7306065,-73.99244159999998,1044.0,457.0,2717.0,5115.0,6962.0,4767.0,1025.0,334.0,2288.0,4864.0,5800.0,3128.0,300.0,1396.0,6832.0,5444.0,10255.0,3699.0,254.0,1485.0,7302.0,5948.0,11110.0,4218.0,276.0,1543.0,7211.0,5927.0,11151.0,4234.0,279.0,1460.0,7175.0,5802.0,11297.0,4564.0,319.0,1363.0,6669.0,6275.0,11000.0
37,CANAL ST,40.722713899999995,-74.00630600000001,525.0,671.0,3458.0,6264.0,6730.0,2773.0,485.0,424.0,2415.0,5010.0,5233.0,1784.0,186.0,2886.0,9954.0,7190.0,13702.0,1780.0,3.0,2844.0,10279.0,7703.0,14389.0,2149.0,8.0,2903.0,10517.0,7576.0,14331.0,2309.0,6.0,2944.0,10411.0,7872.0,14725.0,2098.0,7.0,2549.0,9660.0,8603.0,13750.0
38,QUEENSBORO PLZ,40.7505127,-73.9398439,651.0,2204.0,7242.0,8320.0,6668.0,3558.0,1019.0,1468.0,5722.0,6865.0,4943.0,2390.0,319.0,1894.0,5228.0,3975.0,5603.0,1656.0,343.0,2059.0,5343.0,4081.0,5993.0,1892.0,376.0,1989.0,5429.0,4147.0,5615.0,1934.0,396.0,2045.0,5237.0,4203.0,5841.0,2093.0,477.0,1828.0,5104.0,4327.0,5590.0
39,MYRTLE-WYCKOFF,40.699686,-73.9117713,1279.0,2867.0,6145.0,6899.0,6646.0,4130.0,1324.0,1518.0,4500.0,6195.0,5412.0,3250.0,825.0,5468.0,7859.0,5223.0,7786.0,3653.0,676.0,5548.0,8175.0,5567.0,7727.0,4121.0,795.0,5506.0,8149.0,5673.0,7856.0,3761.0,887.0,5558.0,8106.0,5502.0,7897.0,4048.0,939.0,5406.0,7960.0,5792.0,7913.0
40,51 ST,40.757135,-73.97191190000001,868.0,1173.0,4412.0,6019.0,6535.0,3383.0,676.0,772.0,3677.0,4644.0,4482.0,2222.0,405.0,3825.0,13801.0,7680.0,13876.0,3423.0,573.0,3880.0,14783.0,8364.0,14543.0,3922.0,679.0,3873.0,15095.0,8778.0,14849.0,3816.0,653.0,3640.0,14721.0,8746.0,14735.0,4049.0,724.0,3255.0,13803.0,9198.0,14078.0
41,COURT SQ,40.7467885,-73.944548,568.0,2126.0,5099.0,6517.0,6450.0,3338.0,757.0,1097.0,3708.0,4940.0,4874.0,2387.0,406.0,4610.0,10829.0,6406.0,12347.0,3676.0,552.0,4825.0,11202.0,6672.0,12704.0,4102.0,661.0,4805.0,11430.0,6894.0,12151.0,3981.0,705.0,4682.0,11313.0,6966.0,12328.0,4176.0,765.0,4261.0,9556.0,6737.0,2942577.0
42,JAMAICA CENTER,40.702144700000005,-73.8008771,1502.0,3364.0,5061.0,5840.0,6139.0,3794.0,1326.0,2050.0,3530.0,4223.0,4686.0,3050.0,1085.0,14174.0,14976.0,12676.0,18926.0,6287.0,1282.0,14946.0,15003.0,12734.0,20050.0,6859.0,1386.0,14671.0,15313.0,13244.0,19451.0,6689.0,1454.0,14902.0,15058.0,12880.0,19684.0,6904.0,1381.0,14001.0,13640.0,12846.0,17923.0
43,49 ST,40.7598372,-73.98418249999999,1019.0,716.0,2625.0,4919.0,5959.0,4155.0,839.0,521.0,1981.0,3672.0,4709.0,2650.0,398.0,3294.0,10592.0,6912.0,15585.0,5520.0,869.0,3544.0,11376.0,7565.0,16936.0,7241.0,923.0,3521.0,11785.0,8266.0,17644.0,7400.0,961.0,3612.0,11753.0,8072.0,17662.0,7973.0,1221.0,3228.0,11068.0,8289.0,16233.0
44,BOWLING GREEN,40.7048108,-74.0144596,592.0,1116.0,5111.0,7124.0,5757.0,1855.0,438.0,571.0,4037.0,5928.0,4559.0,1541.0,312.0,5722.0,18185.0,11163.0,19588.0,3032.0,401.0,6020.0,18589.0,11771.0,20038.0,3249.0,464.0,6026.0,18153.0,11698.0,20007.0,3431.0,478.0,5940.0,18178.0,12438.0,20147.0,3550.0,515.0,5516.0,16351.0,12454.0,17387.0
45,BLEECKER ST,40.7259346,-73.9946724,1051.0,486.0,2030.0,4127.0,5286.0,2953.0,1123.0,378.0,1503.0,3622.0,4055.0,1924.0,441.0,1323.0,4930.0,3760.0,6873.0,2782.0,384.0,1402.0,5393.0,4048.0,7670.0,3114.0,389.0,1403.0,5331.0,4218.0,7647.0,3353.0,503.0,1370.0,5272.0,4257.0,7807.0,3755.0,646.0,1247.0,5035.0,4873.0,7872.0
46,VERNON-JACKSON,40.7426713,-73.9537248,593.0,640.0,3167.0,5036.0,5039.0,2521.0,523.0,417.0,2786.0,4750.0,4120.0,1838.0,205.0,3298.0,8263.0,3778.0,7536.0,2431.0,266.0,3409.0,8804.0,4101.0,7854.0,2806.0,277.0,3396.0,8735.0,4454.0,7899.0,2945.0,321.0,3393.0,8661.0,4429.0,7725.0,3170.0,318.0,3067.0,8121.0,4432.0,7561.0
47,28 ST,40.7470686,-73.99350919999998,628.0,566.0,3132.0,4660.0,5039.0,2731.0,656.0,400.0,2319.0,3650.0,3360.0,1617.0,251.0,1542.0,7388.0,5077.0,9527.0,2225.0,181.0,1637.0,8194.0,5663.0,10157.0,2494.0,198.0,1636.0,8125.0,5854.0,10254.0,2624.0,236.0,1568.0,3651.0,3116.0,10073.0,2789.0,259.0,1527.0,7346.0,6143.0,9342.0
48,SUTPHIN-ARCHER,40.700572799999996,-73.8077071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FORDHAM RD,40.8614886,-73.8905408,863.0,2265.0,4076.0,5019.0,4918.0,2636.0,796.0,1504.0,2995.0,4113.0,4028.0,2043.0,590.0,5739.0,6682.0,6082.0,7971.0,2687.0,253.0,2570.0,6806.0,6115.0,8113.0,2961.0,760.0,5904.0,6696.0,6501.0,8380.0,2811.0,755.0,5887.0,6954.0,6315.0,8256.0,2914.0,696.0,5716.0,6590.0,6495.0,7876.0
50,HIGH ST,40.6993673,-73.99126559999998,261.0,366.0,2867.0,4939.0,4890.0,1677.0,302.0,229.0,2769.0,5041.0,4482.0,1417.0,137.0,1782.0,6265.0,4020.0,6928.0,1280.0,29.0,1865.0,6844.0,4554.0,7491.0,1542.0,21.0,1776.0,6498.0,4508.0,7389.0,1476.0,1.0,1788.0,6816.0,4633.0,7373.0,1576.0,35.0,1734.0,6360.0,5246.0,7231.0
51,BROOKLYN BRIDGE,40.6993673,-73.99126559999998,420.0,590.0,2772.0,5099.0,4872.0,1785.0,328.0,374.0,2163.0,4344.0,4189.0,1336.0,184.0,3405.0,10855.0,8386.0,11704.0,2427.0,260.0,3472.0,11419.0,9019.0,12299.0,2790.0,323.0,3485.0,11410.0,8962.0,12470.0,2950.0,326.0,3623.0,11367.0,9368.0,12336.0,2836.0,384.0,3059.0,10429.0,9375.0,10499.0
52,103 ST-CORONA,40.7498268,-73.862746,1425.0,2577.0,3843.0,4346.0,4838.0,2841.0,1258.0,1221.0,2849.0,3540.0,3532.0,2658.0,841.0,8198.0,6857.0,6061.0,8583.0,3717.0,955.0,8422.0,6886.0,6020.0,9169.0,4004.0,1098.0,8241.0,7057.0,6179.0,8886.0,3847.0,1193.0,8494.0,6912.0,6036.0,9666.0,4058.0,1302.0,8359.0,6911.0,6013.0,9009.0
53,GRAND-NEWTOWN,40.736835,-73.87758840000001,622.0,2047.0,4755.0,4872.0,4799.0,2609.0,612.0,1145.0,3798.0,4318.0,3835.0,2076.0,377.0,6066.0,8252.0,5229.0,7337.0,2648.0,467.0,6380.0,8175.0,5349.0,7405.0,2996.0,448.0,5928.0,8376.0,5285.0,7051.0,2908.0,527.0,6127.0,8243.0,5340.0,7314.0,3097.0,484.0,5839.0,8278.0,5379.0,7198.0
54,181 ST,40.84913,-73.93372889999998,1082.0,1333.0,3498.0,4602.0,4793.0,2988.0,898.0,864.0,2654.0,4076.0,4349.0,2417.0,575.0,3182.0,5302.0,5449.0,7001.0,3075.0,860.0,3156.0,5360.0,5164.0,7162.0,3465.0,921.0,3282.0,5258.0,5717.0,7020.0,3399.0,930.0,3230.0,5311.0,5434.0,7380.0,3488.0,961.0,3202.0,5223.0,5830.0,6768.0
55,167 ST,40.835598,-73.9213791,1026.0,2284.0,4018.0,4829.0,4764.0,2858.0,880.0,1587.0,3070.0,3905.0,3871.0,2297.0,800.0,5818.0,6908.0,6183.0,7880.0,3060.0,845.0,6070.0,6938.0,6179.0,7771.0,3363.0,837.0,5944.0,6910.0,6684.0,7822.0,3181.0,914.0,6025.0,7067.0,6029.0,8153.0,3206.0,951.0,5821.0,6938.0,6501.0,7597.0
56,82 ST-JACKSON H,40.7477145,-73.8839373,1038.0,1001.0,3085.0,4641.0,4758.0,2804.0,924.0,697.0,2098.0,3852.0,3780.0,2447.0,685.0,3906.0,6686.0,7453.0,9844.0,3655.0,670.0,4019.0,6616.0,7420.0,10454.0,4170.0,767.0,3802.0,6648.0,7903.0,9910.0,3914.0,793.0,3905.0,6584.0,7460.0,10001.0,3976.0,865.0,3742.0,6466.0,7581.0,10242.0
